X,Y,OBJECTID,advisorySpeed,areaUnitID,bicycle,bridge,bus,carStationWagon,cliffBank,crashDirectionDescription,crashFinancialYear,crashLocation1,crashLocation2,crashRoadSideRoad,crashSeverity,crashSHDescription,crashYear,debris,directionRoleDescription,ditch,fatalCount,fence,flatHill,guardRail,holiday,houseOrBuilding,intersection,kerb,light,meshblockId,minorInjuryCount,moped,motorcycle,NumberOfLanes,objectThrownOrDropped,otherObject,otherVehicleType,overBank,parkedVehicle,pedestrian,phoneBoxEtc,postOrPole,region,roadCharacter,roadLane,roadSurface,roadworks,schoolBus,seriousInjuryCount,slipOrFlood,speedLimit,strayAnimal,streetLight,suv,taxi,temporarySpeedLimit,tlaId,tlaName,trafficControl,trafficIsland,trafficSign,train,tree,truck,unknownVehicleType,urban,vanOrUtility,vehicle,waterRiver,weatherA,weatherB
1800941,5817391,71,,529800,0,0,0,1,0,North,2009/2010,HEAPHY TERRACE,FAIRFIELD ROAD,,Non-Injury Crash,No,2009,0,North,0,0,0,Flat,0,,0,,0,Dark,869800,0,0,0,2,0,0,0,0,0,,0,1,Waikato Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,16,Hamilton City,Give way,0,0,0,0,0,0,Urban,0,0,0,Light rain,Null
1771734,5895430,72,,525540,0,,0,2,,Null,2008/2009,ELLIOT ST,RAY SMALL DRIVE S,,Non-Injury Crash,No,2009,,North,,0,,Flat,,,,,,Overcast,806401,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,76,Auckland,Give way,,,,,0,0,Urban,0,,,Light rain,Null
1720709,6044202,73,,503900,0,,0,0,,Null,2009/2010,PORT ROAD,KIOREROA ROAD,,Non-Injury Crash,No,2009,,West,,0,,Flat,,,,,,Twilight,109200,0,1,0,2,,,0,,,,,,Northland Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,2,Whangarei District,Give way,,,,,1,0,Urban,0,,,Fine,Null
1759472,5918588,74,,515901,0,,0,2,,East,2009/2010,SHORE ROAD,SEAVIEW ROAD,,Non-Injury Crash,No,2009,,East,,0,,Flat,,,,,,Overcast,456702,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,1,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null
1798221,5805303,75,,527914,0,0,0,0,0,Null,2008/2009,RUKUHIA ROAD,OREGAN ROAD,,Non-Injury Crash,No,2009,0,South,0,0,1,Flat,0,,0,,0,Dark,980105,0,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,1,0,,17,Waipa District,Give way,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1805703,5779071,76,,531304,0,,0,2,,South,2009/2010,SH 3,KAWA ROAD,,Non-Injury Crash,Yes,2009,,South,,0,,Flat,,Christmas New Year,,,,Bright sun,999300,0,0,0,2,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,100,,Off,0,0,,18,Ōtorohanga District,Nil,,,,,0,0,Open,0,,,Fine,Null
1762002,5919744,77,,516400,0,0,0,1,0,West,2008/2009,PAORA ST,REIHANA ST,,Non-Injury Crash,No,2009,0,South,0,0,1,Flat,0,,0,,0,Overcast,498900,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,76,Auckland,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1750569,5930688,78,,509100,0,0,0,1,1,Null,2008/2009,SCHNAPPER ROCK ROAD,KITTIWAKE DRIVE,,Non-Injury Crash,No,2009,0,North,0,0,0,Hill Road,0,,0,,0,Overcast,180904,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,0,0,,76,Auckland,Nil,0,0,0,0,0,0,Urban,0,0,0,Light rain,Null
1755388,5928957,79,,508320,0,,0,1,,Null,2008/2009,TRISTRAM AVENUE,WAIRAU ROAD,,Non-Injury Crash,No,2009,,South,,0,,Flat,,,,,,Overcast,196700,0,0,0,7,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,76,Auckland,Traffic Signals,,,,,1,0,Urban,0,,,Light rain,Null
1753187,5912351,80,,518902,0,,0,1,,Null,2009/2010,HILLSBOROUGH ROAD,COMMODORE DRIVE,,Non-Injury Crash,No,2009,,East,,0,,Flat,,,,,,Dark,586700,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,On,1,0,,76,Auckland,Stop,,,,,0,0,Urban,0,,,Fine,Null
1769906,5900623,81,,523816,0,,0,3,,South,2009/2010,SH 1N,MANUREWA OFF SBD,,Non-Injury Crash,Yes,2009,,South,,0,,Flat,,,,,,Twilight,759734,0,0,0,3,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,100,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Open,0,,,Fine,Null
1756785,5447554,82,,572100,0,,1,2,,North,2008/2009,PAREMATA CRESCENT,PAPAKOWHAI ROAD,,Non-Injury Crash,No,2009,,South,,0,,Flat,,,,,,Bright sun,2070101,0,0,0,2,,,0,,,,,,Wellington Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,44,Porirua City,Nil,,,,,0,0,Urban,0,,,Fine,Null
1755127,5917207,83,,517500,0,,0,2,,Null,2008/2009,SANDRINGHAM ROAD,WARD TERRACE,,Non-Injury Crash,No,2009,,South,,0,,Flat,,,,,,Dark,532900,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null
1768937,5911105,84,,523112,0,,0,2,,South,2008/2009,HARRIS ROAD,CRYERS ROAD,,Non-Injury Crash,No,2009,,South,,0,,Flat,,,,,,Overcast,711701,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,60,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null
1746530,5916489,85,,510700,0,,0,2,,Null,2008/2009,GREAT NORTH ROAD,TE ATATU ROAD,,Non-Injury Crash,No,2009,,South,,0,,Flat,,,,,,Bright sun,241000,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,76,Auckland,Give way,,,,,0,0,Urban,0,,,Fine,Null
1757068,5919082,86,,514200,0,,0,0,,Null,2008/2009,SYMONDS ST,SYMONDS OFF NBD,,Non-Injury Crash,Yes,2009,,West,,0,,Flat,,,,,,Overcast,412302,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,2,0,,76,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null
1746025,5918713,87,,512500,0,,0,1,,Null,2009/2010,SCHOOL ROAD,VODANOVICH ROAD,,Non-Injury Crash,No,2009,,East,,0,,Hill Road,,Labour Weekend,,,,Twilight,257001,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,On,1,0,,76,Auckland,Stop,,,,,0,0,Urban,0,,,Fine,Null
1753120,5934326,88,,508704,0,,0,2,,South,2009/2010,SH 1N,MCCLYMONTS OBR,,Non-Injury Crash,Yes,2009,,South,,0,,Hill Road,,,,,,Bright sun,179116,0,0,0,3,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,100,,Off,0,0,,76,Auckland,Nil,,,,,1,0,Open,0,,,Fine,Null
1757633,5929904,89,,507710,0,,0,1,,North,2008/2009,BEACH ROAD,COMMODORE PARRY ROAD,,Non-Injury Crash,No,2009,,North,,0,,Hill Road,,,,,,Dark,313500,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null
1885775,5824510,90,,536832,0,0,0,1,0,Null,2008/2009,GRENADA ST,SUNRISE AVENUE,,Non-Injury Crash,No,2009,0,South,0,0,0,Flat,0,,0,,0,Dark,1204947,0,0,0,2,0,0,0,0,0,,0,1,Bay of Plenty Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,23,Tauranga City,Give way,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1769556,5877937,91,,525922,0,,0,2,,South,2008/2009,TUAKAU ROAD,WOODLANDS ROAD,,Non-Injury Crash,No,2009,,South,,0,,Flat,,,,,,Dark,824302,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,100,,None,0,0,,76,Auckland,Unknown,,,,,0,0,Open,0,,,Fine,Null
1749445,5913915,92,,511303,0,,0,2,,East,2008/2009,GREAT NORTH ROAD,RATA ST,,Non-Injury Crash,No,2009,,West,,0,,Flat,,,,,,Twilight,264901,0,0,0,6,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null
1779838,5883543,93,,521132,0,0,0,1,0,East,2008/2009,PAPARATA ROAD,PINNACLE HILL ROAD,,Non-Injury Crash,No,2009,0,West,0,0,0,Hill Road,0,,0,,0,Bright sun,815501,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,100,0,Off,0,0,,76,Auckland,Nil,0,0,0,1,0,0,Open,0,0,0,Null,Frost
1747591,5967510,94,,506613,0,,0,2,,South,2009/2010,SH 1N,VALERIE CLOSE S,,Non-Injury Crash,Yes,2009,,North,,0,,Flat,,,,,,Bright sun,146004,0,0,0,2,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,100,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Open,0,,,Fine,Null
1244248,4849811,95,,611100,0,,0,1,,West,2009/2010,SH 1S,LINDISFARNE ST,,Minor Crash,Yes,2009,,East,,0,,Flat,,,,,,Overcast,3137400,1,0,0,2,,,0,,,,,,Southland Region,Nil,2-way,Sealed,,0,0,,50,,Null,1,0,,75,Invercargill City,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null
1752057,5915647,96,,517901,0,,0,2,,West,2008/2009,NEW NORTH ROAD,ENNISMORE ROAD,,Non-Injury Crash,No,2009,,East,,0,,Flat,,,,,,Overcast,523800,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,76,Auckland,Unknown,,,,,0,0,Urban,0,,,Fine,Null
1761695,5907054,97,,524520,0,0,0,1,0,West,2009/2010,MERVAN ST,VON STURMER ST,,Non-Injury Crash,No,2009,0,East,0,0,1,Flat,0,,0,,0,Dark,734901,0,0,0,2,0,0,0,0,0,,0,1,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,76,Auckland,Unknown,0,0,0,0,0,0,Urban,0,0,0,Light rain,Null
1756760,5919874,98,,514102,0,,0,2,,Null,2008/2009,UNION ST,HOBSON ST,,Non-Injury Crash,No,2009,,East,,0,,Flat,,,,,,Bright sun,434802,0,0,0,7,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,76,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null
1812812,5812446,99,55,527131,0,0,0,2,0,Null,2008/2009,SH 1B,BELLEVUE ROAD,,Non-Injury Crash,Yes,2009,0,North,0,0,0,Flat,0,,0,,0,Overcast,957200,0,0,0,2,0,0,0,0,1,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,13,Waikato District,Give way,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1769188,5911506,100,,523107,0,,0,2,,West,2008/2009,TI RAKAU DRIVE,BURSWOOD DRIVE E,,Non-Injury Crash,No,2009,,East,,0,,Flat,,,,,,Bright sun,711702,0,0,0,5,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,60,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null
1744336,5915706,101,,513013,0,,0,2,,Null,2008/2009,HENDERSON VALLEY ROAD,FOREST HILL ROAD,,Non-Injury Crash,No,2009,,North,,0,,Flat,,,,,,Bright sun,281401,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Give way,,,,,0,0,Urban,0,,,Fine,Null
1746882,5913414,102,,511100,0,,0,2,,Null,2008/2009,GLENDALE ROAD,WOODVALE ROAD,,Non-Injury Crash,No,2009,,North,,0,,Flat,,,,,,Bright sun,286400,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,76,Auckland,Stop,,,,,0,0,Urban,0,,,Fine,Null
1857183,5870079,103,,534200,0,,0,1,,South,2009/2010,KON TIKI ROAD,FISHERMANS BEND,,Minor Crash,No,2009,,North,,0,,Flat,,Christmas New Year,,,,Bright sun,1082704,1,0,0,1,,,0,,,1,,,Waikato Region,Nil,2-way,Sealed,,0,0,,50,,None,0,0,,12,Hauraki District,Nil,,,,,0,0,Urban,0,,,Fine,Null
1874131,5818324,104,,537602,0,0,0,0,0,Null,2008/2009,REXFORD HEIGHTS,HASTINGS CLOSE,,Non-Injury Crash,No,2009,0,North,0,0,0,Hill Road,0,,0,,0,Overcast,1192121,0,0,0,2,0,1,0,0,0,,1,1,Bay of Plenty Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,0,0,,23,Tauranga City,Nil,0,0,0,0,1,0,Urban,0,0,1,Light rain,Null
1756335,5924401,105,,509702,0,,0,3,,South,2008/2009,SH 1N,OLD ONEWA OBR,,Non-Injury Crash,Yes,2009,,South,,0,,Flat,,,,,,Dark,366700,0,0,0,3,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,80,,On,0,0,,76,Auckland,Nil,,,,,0,0,Open,0,,,Fine,Null
1758390,5917468,106,,519200,0,,0,2,,Null,2008/2009,MANUKAU ROAD,GREAT SOUTH ROAD,,Non-Injury Crash,No,2009,,North,,0,,Flat,,,,,,Overcast,613600,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null
1765134,5910280,107,,521803,0,,0,2,,Null,2008/2009,FRANK GREY PLACE,PRINCES ST,,Non-Injury Crash,No,2009,,North,,0,,Flat,,,,,,Bright sun,790500,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null
1566305,5205254,108,,586307,0,0,0,2,0,East,2008/2009,HIGH ST,LINDON ST,,Serious Crash,No,2009,0,West,0,0,0,Flat,0,,0,,0,Overcast,2444500,0,0,0,2,0,0,0,0,1,,0,0,Canterbury Region,Nil,2-way,Sealed,0,0,1,0,50,0,Null,0,0,,59,Waimakariri District,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1764145,5910263,109,,521801,0,,0,2,,Null,2008/2009,ATKINSON AVENUE,ALBION ROAD,,Non-Injury Crash,No,2009,,South,,0,,Flat,,,,,,Overcast,786802,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null
1756012,5914147,110,,518500,0,0,0,3,0,South,2008/2009,MCCULLOUGH AVENUE,SCOUT AVENUE,,Non-Injury Crash,No,2009,0,South,0,0,0,Flat,0,,0,,0,Bright sun,562900,0,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,0,0,,76,Auckland,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1758398,5914970,111,,519300,0,0,0,3,0,South,2008/2009,CRESCENT ROAD,GARDNER ROAD,,Non-Injury Crash,No,2009,0,West,0,0,0,Flat,0,,0,,0,Overcast,623700,0,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,76,Auckland,Nil,0,0,0,0,0,0,Urban,0,0,0,Light rain,Null
1759192,5435878,112,,569100,0,,0,2,,West,2008/2009,RAILWAY AVENUE,WOBURN ROAD,,Non-Injury Crash,No,2009,,East,,0,,Hill Road,,,,,,Overcast,1966200,0,0,0,2,,,0,,,,,,Wellington Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,46,Lower Hutt City,Nil,,,,,0,0,Urban,0,,,Light rain,Null
1803309,5812677,113,,527810,0,0,0,1,0,South,2008/2009,PEACOCKES ROAD,WESTON LEA DRIVE,,Non-Injury Crash,No,2009,0,North,0,0,0,Flat,0,,0,,0,Bright sun,984505,0,0,0,1,0,0,0,0,0,,0,1,Waikato Region,Nil,2-way,Sealed,0,0,0,0,100,0,Null,0,0,,16,Hamilton City,Unknown,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1886913,5823171,114,,536515,0,,0,1,,Null,2008/2009,GLOUCESTER ROAD,PACIFIC VIEW ROAD,,Non-Injury Crash,No,2009,,East,,0,,Flat,,,,,,Bright sun,1205085,0,0,0,2,,,0,,,,,,Bay of Plenty Region,Nil,2-way,Sealed,,0,0,,50,,None,1,0,,23,Tauranga City,Give way,,,,,0,0,Urban,0,,,Fine,Frost
1788750,5754913,115,,532000,0,0,0,1,0,Null,2008/2009,NGATAI ST,EDWARD ST,,Non-Injury Crash,No,2009,0,North,0,0,0,Flat,0,Easter,1,,0,Dark,1008600,0,0,0,2,0,1,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,20,Waitomo District,Give way,0,1,0,0,0,0,Urban,0,0,0,Fine,Null
1771964,5876413,116,50,521117,0,0,0,1,0,West,2008/2009,GERAGHTY MABER ROAD,HARRISVILLE ROAD,,Non-Injury Crash,No,2009,0,West,1,0,0,Hill Road,0,,0,,0,Overcast,828302,0,0,0,1,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,13,Waikato District,Nil,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1629740,6123825,117,,500202,0,0,0,1,0,Null,2009/2010,SH 10,DUNCAN ROAD,,Non-Injury Crash,Yes,2009,0,West,0,0,0,Flat,0,,0,,0,Unknown,3200,0,0,0,1,0,0,0,0,0,,1,0,Northland Region,Nil,1-way,Unsealed,0,0,0,0,100,0,None,0,0,30,1,Far North District,Give way,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1763683,5813666,118,,526500,0,0,0,1,0,Null,2008/2009,WAINUI ROAD,SMITH ST,,Non-Injury Crash,No,2009,0,South,0,0,0,Flat,0,,0,,0,Dark,854202,0,0,0,2,0,0,0,0,0,,0,1,Waikato Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,13,Waikato District,Nil,0,0,0,0,0,0,Urban,0,0,0,Mist or Fog,Null
1874916,5810825,119,65,536630,0,0,0,1,0,South,2008/2009,SH 36,JOYCE ROAD,,Non-Injury Crash,Yes,2009,0,South,0,0,0,Flat,0,,0,,0,Dark,1192900,0,0,0,2,0,0,0,0,0,,0,0,Bay of Plenty Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,22,Western Bay of Plenty District,Unknown,0,1,0,0,0,0,Open,0,0,0,Light rain,Null
1757220,5920463,120,,514102,0,,0,2,,South,2009/2010,ALBERT ST,VICTORIA ST WEST,,Non-Injury Crash,No,2009,,North,,0,,Flat,,,,,,Twilight,433802,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null
1749600,5957337,121,,506613,0,0,0,0,0,South,2009/2010,SH 1N,PUHOI ROAD,,Non-Injury Crash,Yes,2009,0,North,1,0,0,Flat,0,,0,,0,Dark,147000,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,1,0,80,76,Auckland,Nil,0,0,0,0,0,0,Open,0,0,0,Heavy rain,Null
1759183,5912695,122,,519820,0,,0,2,,Null,2008/2009,GREY ST,GALWAY ST,,Non-Injury Crash,No,2009,,West,,0,,Hill Road,,,,,,Bright sun,600600,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Give way,,,,,0,0,Urban,0,,,Mist or Fog,Null
1869240,5713438,123,,541730,0,0,0,2,0,Null,2008/2009,HINEMOA AVENUE,HATEPE AVENUE,,Non-Injury Crash,No,2009,0,North,0,0,1,Hill Road,0,,0,,0,Overcast,1269800,0,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,0,0,,21,Taupo District,Give way,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1764760,5905779,124,,522201,0,,0,1,,West,2009/2010,SHIRLEY ROAD,ST GEORGE ST,,Non-Injury Crash,No,2009,,North,,0,,Flat,,,,,,Bright sun,663100,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,1,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null
1885181,5773885,125,,540410,0,,0,2,,Null,2009/2010,FENTON ST,HINEMOA ST,,Non-Injury Crash,No,2009,,North,,0,,Flat,,,,,,Dark,1234400,0,0,0,4,,,0,,,,,,Bay of Plenty Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,24,Rotorua District,Traffic Signals,,,,,0,0,Urban,0,,,Heavy rain,Strong wind
1584874,5235368,126,,585700,0,0,0,0,0,East,2009/2010,SH 1S,BAXTERS ROAD,,Serious Crash,Yes,2009,0,West,0,0,0,Hill Road,0,,0,,0,Twilight,2435401,0,0,1,2,0,0,0,0,0,,0,1,Canterbury Region,Nil,2-way,Sealed,0,0,1,0,100,0,None,0,0,,58,Hurunui District,Unknown,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1929783,5782676,127,,542540,0,,0,1,,East,2009/2010,SH 34,PARK ROAD,,Non-Injury Crash,Yes,2009,,West,,0,,Flat,,,,,,Bright sun,1324602,0,0,0,2,,,0,,,,,,Bay of Plenty Region,Nil,2-way,Sealed,,0,0,,100,,Off,0,0,,25,Whakatane District,Nil,,,,,0,0,Open,0,,,Fine,Null
1769980,5900618,128,,523816,0,0,0,0,0,Null,2008/2009,RIVERTON DRIVE,SHIFNAL DRIVE,,Non-Injury Crash,No,2009,0,North,0,0,0,Flat,0,,0,,0,Bright sun,759734,0,0,0,1,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,0,0,,76,Auckland,Give way,0,0,0,1,0,0,Urban,1,0,0,Fine,Null
1767825,5907012,129,,523602,0,0,0,2,0,Null,2009/2010,FERGUSON ROAD,IVON ROAD,,Non-Injury Crash,No,2009,0,East,0,0,0,Flat,0,,0,,0,Bright sun,705500,0,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,76,Auckland,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1757837,5920676,130,,514103,0,0,0,2,0,North,2009/2010,EMILY PLACE,SHORTLAND ST,,Non-Injury Crash,No,2009,0,North,0,0,0,Hill Road,0,,0,,0,Bright sun,438106,0,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,0,0,,76,Auckland,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1956901,5787374,131,,542514,0,0,0,1,0,North,2009/2010,WAINUI ROAD,BURMA ROAD,,Non-Injury Crash,No,2009,0,South,1,0,0,Flat,0,,0,,0,Dark,1296500,0,0,0,2,0,0,0,0,0,,0,0,Bay of Plenty Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,25,Whakatane District,Unknown,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1821016,5529038,132,,562800,0,,0,2,,East,2008/2009,MAIN ST,COOK ST,,Non-Injury Crash,No,2009,,East,,0,,Flat,,,,,,Dark,1828500,0,0,0,4,,,0,,,,,,Manawatū-Whanganui Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,40,Palmerston North City,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null
1763993,5904256,133,,524604,0,,0,1,,Null,2008/2009,SH 20B,PUHINUI LINK ROSCOMMON,,Non-Injury Crash,Yes,2009,,West,,0,,Flat,,,,,,Bright sun,781100,0,0,0,5,,,0,,,,,,Auckland Region,Motorway ramp,2-way,Sealed,,0,0,,50,,Null,1,0,,76,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null
1718278,6039699,134,,502005,0,,0,0,,North,2008/2009,SH 1N,LOOP ROAD N,,Non-Injury Crash,Yes,2009,,North,,0,,Flat,,,,,,Overcast,74704,0,0,0,2,,,0,,,,,,Northland Region,Nil,2-way,Sealed,,0,0,,100,,Null,2,0,,2,Whangarei District,Unknown,,,,,0,0,Open,0,,,Light rain,Null
1882959,5826536,135,,536821,0,,0,2,,Null,2008/2009,HEWLETTS ROAD,MAUNGANUI ROAD,,Non-Injury Crash,No,2009,,East,,0,,Flat,,,,,,Bright sun,1204100,0,0,0,5,,,0,,,,,,Bay of Plenty Region,Nil,2-way,Sealed,,0,0,,70,,Null,0,0,,23,Tauranga City,Give way,,,,,0,0,Urban,0,,,Fine,Null
1494108,5235912,136,,587100,0,,0,1,,South,2009/2010,SH 73,PADDYS BEND,,Serious Crash,Yes,2009,,South,,0,,Hill Road,,Labour Weekend,,,,Overcast,2461100,0,0,1,2,,,0,,,,,,Canterbury Region,Nil,2-way,Sealed,,0,1,,100,,Null,0,0,,62,Selwyn District,Unknown,,,,,0,0,Open,0,,,Fine,Null
1742134,5919483,137,,513211,0,,0,2,,North,2009/2010,BIRDWOOD ROAD,WAIMOKO GLEN,,Non-Injury Crash,No,2009,,North,,0,,Flat,,,,,,Overcast,235005,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null
1778679,5903802,138,,525201,0,,0,0,,West,2009/2010,WEST ROAD,TYLDENS ROAD,,Non-Injury Crash,No,2009,,South,,0,,Hill Road,,,,,,Dark,763202,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,100,,None,0,0,,76,Auckland,Nil,,,,,0,0,Open,1,,,Fine,Null
1744381,5914626,139,,512905,0,,0,2,,Null,2008/2009,PARRS CROSS ROAD,HOLDENS ROAD,,Non-Injury Crash,No,2009,,East,,0,,Flat,,,,,,Dark,278903,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null
1745378,5920378,140,,513301,0,,0,2,,Null,2008/2009,TRIANGLE ROAD,LINCOLN ROAD,,Non-Injury Crash,No,2009,,West,,0,,Flat,,,,,,Overcast,230302,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,None,0,0,,76,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null
